 id_departamento;id_localidad;numero;cue;anexo;funcion;region;domicilio;cp;ambito;web;email_inst;nombre;tel
3;27;54;2600151;0;Activo;3;Almafuerte 1557, Jorge Newbery ;(U9200);Urbano;No posee;escuela54esquel@gmail.com;Nicolás Avellaneda;450609
11;66;55;2600411;0;Activo;4;Chacra 193A -Ex Ruta Nacional N° 25;(U9100);Rural Disperso;No posee;esc55treorcky@hotmail.com;Teniente De Fragata Daniel Enrique Miguel;154592409
7;51;56;2600263;0;Activo;4;10 de Julio;(U9101);Rural Aglomerado;No posee;esc56diqueameghino@hotmail.com;Florentino Ameghino;4490302
3;41;57;2600116;0;Activo;3;Molino Viejo;(U9203);Urbano;No posee;escuela57riflerosdelchubut@hotmail.com;Rifleros Del Chubut;480681
15;6;58;2600013;0;Activo;1;Ruta Provincial Nº 70- Km. 8;(U9211);Rural Disperso;No posee;escuela58elcoihue@gmail.com;Santa Rosa De Lima;499167
15;10;59;2600014;0;Activo;1;Ruta Provincial Nº 35 , Aldea Escolar- Escuela Nº59 ;(U9711);Rural Disperso;No posee;fofocahuel59@gmail.com;Padre Mario Luis Migone;470901-470901
15;16;60;2600313;0;Activo;1;Ruta Provincial Nº 4 y Camino Vecinal;(U9211);Rural Disperso;No posee;escuela60ranquilhuao@gmail.com;Ranquil Huao;478100
5;52;61;2600293;0;Activo;4;Ruta Provincial Nº 7-Chacra N° 188;(U9105);Rural Disperso;No posee;escuela61.bgchubut@gmail.com;Abraham Matthews;678479
6;68;62;2600092;0;Activo;4;Ruta Provincial Nº 50- a 32 km. de Lagunita Salada y a 56 Km. de El Escorial;(U9121);Rural Disperso;No posee;sin informacion;Nahuelquir Chiquichano;4499500
9;46;63;2600095;0;Activo;4;Ruta Provincial Nº 11;(U9121);Rural Disperso;No posee;esc63chacay@gmail.com;General Juan Galo Lavalle;4490150
11;66;64;2600329;0;Activo;4;Chacra N° 140;(U9100);Rural Disperso;No posee;sin informacion;Loma Grande;4435108
11;66;66;2600330;0;Activo;4;Ruta Provincial Nº 7 y Camino Vecinal;(U9100);Rural Disperso;No posee;escuela66@hotmail.com.ar;John Carrog Jones;154678057
15;15;67;2600200;0;Activo;1;Ruta Provincial N° 35;(U9211);Rural Disperso;No posee;dirección67sur@gmail.com;Escuela Nº 67;154419893
4;29;68;2600187;0;Activo;3;Florentino Ameghino;(U9223);;No posee;escuelasesentayocho@yahoo.com.ar;Rosario Rodríguez De Magallanes;491059
15;4;69;2600199;0;Activo;1;ruta 4;(U9211);Rural Disperso;No posee;sin informacion;MiguelL Ñamcuche Nahuelquir;15549496
12;75;70;2600217;0;Activo;5;Avda. San Martín;(U9031);Rural Disperso;No posee;escuela70.facundo@hotmail.com - facundoescuela@gmail.com;Capitán Carlos María Moyano;490311
12;70;71;2600226;0;Activo;5;Ruta Provincial N° 74;(U9037);Rural Disperso;No posee;escuela38cushamen@gmail.com;Policía Federal Argentina;490157
12;78;72;2600225;0;Activo;5;25 de Mayo 849, Centro ;(U9030);Urbano;No posee;escuelan72@gmail.com;Constancio C. Vigil;420473
12;74;73;2600227;0;Activo;5;Escalada;(U9035);Rural Disperso;No posee;escuela73ricardorojas@gmail.com;Policía Del Chubut;490236-490251
15;30;74;2600420;0;Activo;1;Doctor Benito Fernández , Matadero ;(U9201);Rural Aglomerado;No posee;escuela74gualjaina@yahoo.com.ar;Wolf Schcolnik;479154
15;5;75;2600337;0;Activo;1;Ruta Provincial Nº 71;(U9217);Rural Disperso;No posee;escvicentecalderon@gmail.com;Vicente Calderón;498146
3;27;76;2600175;0;Activo;3;Avda. Alvear 108;(U9200);Urbano;No posee;escuela76esquel@hotmail.es;María Luisa Pieruzzini De Morelli;451234
10;56;77;2600254;0;Activo;4;Avda. San Martn;(U9101);Rural Disperso;No posee;sin informacion;Francisco Narciso Laprida;4490839
11;66;78;2600381;0;Activo;4;Oris de Roa;(U9100);Rural Disperso;No posee;uem78trelew@hotmail.com;Puente Hendre;154677358
2;23;79;2600031;0;Activo;3;Ruta Provincial N° 62;(U9201);Rural Disperso;No posee;escuela79.colanconhué@chubut.gov.ar;31 De Octubre;470540
15;2;80;2600338;0;Activo;1;Callejon Mosqueta 1007, Zona de Chacra ;(U9217);Rural Aglomerado;No posee;escuela80@gmail.com;Escuela Nº 80;498044
15;7;81;2600387;0;Activo;1;Ruta Nacional N°40- KM 1898- El Pedregoso;(U9211);Rural Aglomerado;No posee;escuela81elhoyo@gmail.com;Escuela Nº 81;471599
13;79;82;2600277;0;Activo;5;Perito Moreno 435, Centro ;(U9020);Urbano;No posee;escuela82.sarmiento@hotmail.com;Juan María Gutierrez;4893030
14;81;83;2600385;0;Activo;6;Rivadavia 751, Centro ;(U9000);Urbano;No posee;comodoro_escuela83@hotmail.com;Tte. Gral. Julio A. Roca;4464798
1;17;84;2600267;0;Activo;2;Sarmiento 26;(U9120);Urbano;No posee;escuela844@gmail.com;Manuel Belgrano;4451815
11;66;85;2600139;0;Activo;4;Martín Fierro 51, Padre Juan Muzzio ;(U9100);Urbano;No posee;escuela85leonardodavinci@hotmail.com;Leonardo Da Vinci;4427562
1;18;87;2600333;0;Activo;2;Avda. Las Ballenas 69;(U9121);Rural Aglomerado;No posee;escuela87chubut@gmail.com;Comodoro Luís Py;4495022
4;31;88;2600353;0;Activo;3;Sarmiento 57;(U9220);Rural Aglomerado;No posee;escuela882013@yahoo.com.ar;Escuela Nº 88;496002
15;9;89;2600047;0;Activo;1;Avda. Los Cóndores;(U9211);Rural Aglomerado;No posee;escuela89epuyen@gmail.com;José María Serrano;499063
15;14;90;2600015;0;Activo;1;Ex Ruta Provincial Nº 40;(U9213);Rural Disperso;No posee;escuelaleleque90@gmail.com;Escuela Nº 90;
14;81;91;2600375;0;Activo;6;ARGELINO SULUAGA , Sarmiento ;(U9000);Urbano;No posee;esc91_vallec@yahoo.com.ar;Gabina Del Carmen Suarez De Magallanes;4557018
9;64;92;2600097;0;Activo;4;Ruta provincial Nº 4- 15 Km. por Acceso Vecinal- Aldea Sepaucal;(U9121);Rural Disperso;No posee;sin informacion;Pichi Che Ruka;4499220
15;84;93;2600068;0;Activo;1;Ruta Provincial Nº 70 a 5 Km. de El Maitén , Buenos Aires Chico ;(U9210);Rural;No posee;escuela93bsaschico@gmail.com;Lucio V. Mansilla;495395
12;76;94;2600228;0;Activo;5;José Manuel Quilchamal;(U9039);Rural Disperso;No posee;esc.942018@gmail.com;Tte. Benjamín Matienzo;490435
9;65;95;2600096;0;Activo;4;San Martín;(U9121);Rural Aglomerado;No posee;escuela95telsen@hotmail.com;Rodolfo Ragucci;4499344
3;20;96;2600076;0;Activo;3;González;(U9203);Rural Aglomerado;No posee;escuela96@yahoo.com.ar;Los Rápidos;478301
4;28;97;2600118;0;Activo;3;Los Pioneros;(U9225);Rural Disperso;No posee;97escuela@gmail.com;Advertano Lucio Castro;479400
3;34;98;2600364;0;Activo;3;;(U9203);Rural Disperso;No posee;escuelaloscipreses@gmail.com;Ingeniero Emilio Frey;479702
15;26;99;2600174;0;Activo;1;próximo a Ruta Provincial Nº 12- Cruzando el Río Lepá ;(U9201);Rural Disperso;No posee;escuela99_lepa@hotmail.com;Manuel Y Zenón Antieco;479143
5;52;100;2600248;0;Activo;4;Eugenio Tello 84;(U9105);Urbano;No posee;esc100bm@hotmail.com;Bartolomé Mitre;4491012
5;48;101;2600235;0;Activo;4;Rivadavia 25;(U9107);Urbano;No posee;sin informacion;Bernardino Rivadavia;4492017
13;72;102;2600218;0;Activo;5;San Martín;(U9023);Rural Aglomerado;No posee;escuela102.buenpastoregiov@gmail.com;Escuela Nº 102;470301
15;2;103;2600245;0;Activo;1;Ruta Provincial Nº 71;(U9217);Rural Aglomerado;No posee;escuelacientotres@gmail.com;Gauchos De Güemes;478801
14;81;104;2600207;0;Activo;6;Punta Novales 450, Caleta Córdoba ;(U9003);Urbano;Uem Francisco Segui (facebook);escuelan104cc@hotmail.com;FRANCISCO JOSÉ SEGUÍ;4590142
14;81;105;2600034;0;Activo;6;Jornada 2326, Roca ;(U9000);Urbano;No posee;escuela105comodoro@hotmail.com;BANDERA NACIONAL;4474067
12;71;106;2600316;0;Activo;5;Víctoria Gutierrez;(U9033);Rural Aglomerado;No posee;escuela106senguer@hotmail.com;CIUDAD DE ROSARIO;497002
3;35;107;2600026;0;Activo;3;Ruta Nacional Nº 40- a 20 km. de Esquel;(U9200);Rural Disperso;No posee;escuela107np@gmail.com;ISABEL NAHUELPAN;15650350
15;12;108;2600246;0;Activo;1;Remigio Nogués , Planta Urbana ;(U9211);Urbano;https://www.facebook.com/Escuela-108-156074145096316/;108portaldelosandes@gmail.com;PORTAL DE LOS ANDES;4499013
15;12;109;2600247;0;Activo;1;Ruta Provincial N° 16;(U9211);Rural Aglomerado;No posee;escuela109entrerios@gmail.com;ENTRE RÍOS;4499050
1;17;110;2600024;0;Activo;2;Avda. Gales 1050, Padilla ;(U9120);Urbano;http://facebook.com/escuela110/;miescuelita110@hotmail.com.ar;JOSÉ MANUEL ESTRADA;4451200
14;81;111;2600406;0;Activo;6;Margarita Galetto de Abad 351, Presidente Ortiz- Km. 5 ;(U9000);Urbano;No posee;direccionmarargentino@gmail.com;MAR ARGENTINO;4558014
3;27;112;2600075;0;Activo;3;Almafuerte 621, Ceferino Namucurá ;(U9200);Urbano;No posee;escuela112.esquel@gmail.com;ALEJANDRO ABEL CONESA;451140
3;22;113;2600361;0;Activo;3;Próximo a Ruta Provincial Nº 17 ;(U9201);Rural Disperso;No posee;escuela113cerrocentinela@gmail.com;ANTONIO ÑANCULEF;494149
3;33;114;2600359;0;Activo;3;;(U9203);Rural Disperso;No posee;escuela114@yahoo.com.ar;MANUEL MILLAGUALA;479301
14;81;115;2600211;0;Activo;6;Lago Argentino 445, Diadema Argentina ;(U9009);Urbano;No posee;sin informacion;13 DE DICIEMBRE;4843098
6;55;117;2600093;0;Activo;4;Comparte edificio con EAS Nº 191 ;(U9121);Rural Disperso;No posee;escuelalagunita117@hotmail.com;MAESTRO RURAL CESAR A. RUBIO;4490720
10;50;118;2600252;0;Activo;4;Los Tamariscos;(U9101);Rural Disperso;No posee;elmirasol.escuela@gmail.com;CANAL DE BEAGLE;4490930
14;81;119;2600286;0;Activo;6;San Martín 1451, Centro ;(U9000);Urbano;No posee;escuela119nicolasavellaneda@hotmail.com;NICOLAS AVELLANEDA;4462514
15;2;121;2600106;0;Activo;1;Ruta Provincial Nº 15- Km. 29;(U9217);Rural Disperso;No posee;escuela121elcajon@gmail.com;ESCUELA Nº 121;644026
11;66;122;2600122;0;Activo;4;Lewis Jones 412, Alberdi ;(U9100);Urbano;No posee;escuela122_tw@yahoo.com.ar;JUAN BAUTISTA ALBERDI;4421022
11;66;123;2600146;0;Activo;4;Edison 385, Democracia Argentina ;(U9100);Urbano;No posee;escuelatw123@gmail.com;CTE. LUIS JORGE FONTANA;4427378
1;17;124;2600193;0;Activo;2;Domecq García 20;(U9120);Urbano;No posee;escuela.tomasespora@gmail.com;TOMÁS ESPORA;451919
5;52;125;2600236;0;Activo;4;Ruta Provincial Nº 7;(U9105);Rural Disperso;No posee;escuela.sanjuanbosco@gmail.com;SAN JUAN BOSCO;4492205
14;81;126;2600272;0;Activo;6;Avda. Alejandro Maíz , Don Bosco- Km. 8 ;(U9003);Urbano;No posee;escuela126@yahoo.com.ar;A.R.A. PUNTA MEDANOS;4535655
12;69;127;2600231;0;Activo;5;Escuela Nº 127 ;(U9033);Rural Disperso;No posee;escuelaapeleg@gmail.com;PAULINO LUIS BARZOLA;497176
6;43;128;2600094;0;Activo;4;ALDEA ESCOLAR BLANCUNTRE ;(U9121);Rural Disperso;No posee;escuela128_albergue5001@hotmail.com;ESCUELA Nº 128;4499810
2;19;129;2600072;0;Activo;3;Mariano Epulef;(U9201);Rural Disperso;No posee;sin informacion;DOS LAGUNAS;490141
5;52;130;2600305;0;Activo;4;chacra Nº 204 B- Ruta Provincial Nº 9;(U9105);Rural Aglomerado;No posee;escuela130angostura@yahoo.com.ar/escuela130angostura@hotmail.com;ESCUELA Nº 130;4491528/4264375
15;1;132;2600163;0;Activo;1;Ruta provincial 45 , PARQUE INDUSTRIAL ;(U9211);Rural Aglomerado;No posee;escuela132cr@gamil.com;CENTENARIO DE LAS MISIONES SALESIANAS;4499036
14;81;133;2600345;0;Activo;6;Dorrego 1620, Loma ;(U9000);Urbano;No posee;escuelanumero133@hotmail.com;ANTÁRTIDA ARGENTINA;4462364
2;36;134;2600171;0;Activo;3;Ruta Provincial N° 12;(U9201);Rural Disperso;No posee;sin informacion;MARCELO ELISEO DUFLÓS;479937
13;73;135;2600527;0;Activo;5;Ruta Provincial N° 20;(U9020);Rural Aglomerado;No posee;escuela135josefa@gmail.com;SAN IGNACIO DE LOYOLA;4898701
15;25;137;2600172;0;Activo;1;Costa del Chubut- Margen derecho del rio a 18 Km. de Gauljaina ;(U9201);Rural Disperso;No posee;escuela137costadelchubut@hotmail.com.ar;ISABEL K. DE STAUDT;470620
11;66;138;2600009;0;Activo;4;Juan Manuel de Rosas 1175, Los Olmos ;(U9100);Urbano;No posee;sin informacion;NICOLÁS ORTIZ;4421115
5;42;139;2600306;0;Activo;4;Ruta Provincial N°10 , Chacra N° 339 ;(U9107);Rural Aglomerado;No posee;escuelachacra139@gmail.com;VALLE DE INMIGRANTES;4492235
5;42;140;2600262;0;Activo;4;Calle Vecinal , Chacra N° 332 ;(U9107);Rural Disperso;No posee;escuelaprov140@gmail.com;MICHAEL DAVIES JONES;154642263
14;81;143;2600085;0;Activo;6;San José de Jachel 950, Pueyrredón ;(U9000);Urbano;No posee;sin informacion;PETRÓLEO ARGENTINO;4483324
14;81;146;2600017;0;Activo;6;Mariano de Vedia 884, Bernardino Rivadavia ;(U9005);Urbano;No posee;escuela_146@hotmail.com;GRAL. ENRIQUE MOSCONI;4550057
14;81;147;2600214;0;Activo;6;Balbuena 137, Astra- Km. 20 ;(U9000);Urbano;No posee;sin informacion;LEONARDO AGUSTÍN MUÑÓZ;4863067
12;78;148;2600282;0;Activo;5;Avda. Ejército Argentino;(U9030);Urbano;No posee;escuela_148@hotmail.com;25 DE MAYO;420486
1;17;150;2600270;0;Activo;2;Avda. Fuerte San José 115, Inmigrantes ;(U9120);Urbano;No posee;esc150peninsulavaldes@hotmail.com;Península Valdes;4451019
11;66;151;2600412;0;Activo;4;Fuerte Viejo 371, Juan Manuel de Rosas ;(U9100);Urbano;LEERESCRECER.BLOG.SPOTS;escuela151@gmail.com;DE LA AMISTAD;4443180
1;17;152;2600271;0;Activo;2;La Pampa 579, Gobernador Fontana ;(U9120);Urbano;No posee;escuela152madryn@gmail.com;ARMADA ARGENTINA;4451510
14;81;153;2600086;0;Activo;6;San Cayetano , Quirno Costa ;(U9000);Urbano;No posee;isidro153@msn.com;ISIDRO QUIROGA;4467344
14;81;154;2600039;0;Activo;6;La Razón 1650, Pueyrredón ;(U9000);Urbano;No posee;escuelaprovincial154@gmail.com;OSCAR VICENTE HERRERA;4483406
14;81;155;2600079;0;Activo;6;Avda. Chile , 30 de Octubre ;(U9000);Urbano;No posee;escuelamaximofernandezcoria@yahoo.com.ar;MÁXIMO FERNÁNDEZ CORIA;4482299
11;66;156;2600298;0;Activo;4;Feldman Josín 8, Armada Argentina ;(U9100);Urbano;156rbd@gmail.com;156rbd@gmail.com;RAÚL B. DÍAZ;4426120
11;66;157;2600379;0;Activo;4;Gobernador Lezana 1650, Villa Italia ;(U9100);Urbano;No posee;escuela157galina_trelew@yahoo.com;"Escuela N° 157 ""GOBERNADOR JORGE JOSÉ GALINA""";4421181
1;17;158;2600396;0;Activo;2;Avda. Julio Argentino Roca 1750, Desembarco ;(U9120);Urbano;No posee;escuela158juanmuzio@gmail.com;PADRE JUAN MUZIO;4451829
3;27;159;2600173;0;Activo;3;Pasaje Isaías Vera , 28 de Julio ;(U9200);Urbano;No posee;escuela159esquel@hotmail.com.ar;MAESTRO ISAIAS VERA;451446
14;81;160;2600130;0;Activo;6;Ignacio Rucci 1850, Máximo Abásolo ;(U9000);Urbano;No posee;escuela160cr@gmail.com;PIONERO MARIANO RODRÍGUEZ;4472886
14;81;161;2600215;0;Activo;6;Constitución , Ciudadela ;(U9000);Urbano;No posee;esc161cr@gmail.com;JOSÉ HERNÁNDEZ;4548870
1;17;162;2600403;0;Activo;2;Juan XXIII 1000, Perito Moreno ;(U9120);Urbano;No posee;rosadecorea_162@hotmail.com;ROSA DE COREA;4451412
13;79;163;2600219;0;Activo;5;Quiroga 1152, Intersección de Barrios ;(U9020);Urbano;No posee;dir_esc163@hotmail.com;NILDA VALLE;4895030
11;66;164;2600394;0;Activo;4;Fuerte San José 1149, Los Aromos ;(U9100);Urbano;No posee;escuela164tw@gmail.com;CENTENARIO DE LA CIUDAD DE TRELEW;4427565
11;66;165;2600367;0;Activo;4;Escuela Nº 165 ;(U9100);Urbano;No posee;escuela_165@outlook.com;CONSTITUCIÓN DE LA PROVINCIA DEL CHUBUT;4426571
3;41;166;2600180;0;Activo;3;Ap. Iwan 83;(U9203);Urbano;No posee;escuela166trevelin@hotmail.com;MAESTRO JUAN SIAS;480051
11;63;167;2600258;0;Activo;4;Ramón y Cajal , CO.VI.RA. I ;(U9103);Urbano;No posee;esc167rw@yahoo.com.ar;CRUCERO A.R.A. GENERAL MANUEL BELGRANO;4482367
1;17;168;2600202;0;Activo;2;Santa Cruz 1155, Gobernador Fontana ;(U9120);Urbano;No posee;escuela168maestrospatagonicos@hotmail.com;MAESTROS PATAGÓNICOS;4450436
14;81;169;2600289;0;Activo;6;Marcial Riadigós 785, Stella Maris ;(U9000);Urbano;No posee;ESCUELA169@hotmail.com;ESTRELLA DE MAR;4482696
1;17;170;2600268;0;Activo;2;Juan Muzzio 70;(U9120);Urbano;No posee;valentins170@hotmail.com;CACIQUE VALENTIN SAYHUEQUE;4457166
14;81;171;2600273;0;Activo;6;Enrique Hermitte 246, Gobernador Fontana- Km. 8 ;(U9003);Urbano;No posee;escuela171carreros@hotmail.com;CARREROS PATAGÓNICOS;4535170
14;81;172;2600087;0;Activo;6;Crónica 1070, San Isidro Labrador ;(U9000);Urbano;No posee;esc172pcentral@hotmail.com;PATAGONIA CENTRAL;4474594
11;66;173;2600300;0;Activo;4;Pablo Neruda , Guaira ;(U9100);Urbano;No posee;escuela173tw@hotmail.com;AYELEN RUKA;4426125
11;66;174;2600402;0;Activo;4;Pascual Daleoso 3670, Mario Abel Amaya ;(U9100);Urbano;No posee;amayaescuela174@gmail.com;CACIQUE CASIMIRO BIGÜA;4446570
11;66;175;2600321;0;Activo;4;Monseñor Fagnano , Tiro Federal ;(U9100);Urbano;No posee;sin informacion;RUCA ANAI;4426494
1;17;177;2600205;0;Activo;2;Luis María Campos , 299 viviendas ;(U9120);Urbano;No posee;sin informacion;FRANCA AUSTRAL;4451864
11;63;178;2600303;0;Activo;4;Carlos Gardel 100, Juan Manuel de Rosas ;(U9103);Urbano;No posee;escuelasuyayhue178@gmail.com;SUYAY HUE;4484130
3;27;179;2600356;0;Activo;3;Roque Saenz Peña 2352, Malvinas Argentinas ;(U9200);Urbano;No posee;escuela_179@outlook.es;SOFIA KRAISELBURD;451413
13;79;180;2600281;0;Activo;5;Nicanor Ålvarez 1150, Progreso ;(U9020);Urbano;escuelaprovincial180@gmail.com correo electrónico;carmen_di_giano@hayoo.com.ar;TENIENTE CORONEL MARCELO ARCE;4896114
1;17;181;2600060;0;Activo;2;Dorrego 1152, COVITRE I ;(U9120);Urbano;No posee;escuela181pm@hotmail.com;CONSTITUYENTES PROV. DEL 57;4453057
11;66;182;2600296;0;Activo;4;Moreno Norte , Unión ;(U9100);Urbano;No posee;escuelaer82@gmail.com/escuelaer182@gmail.com;EDWIN ROBERTS;4427597
14;81;183;2600038;0;Activo;6;Tres Sargentos 3255, Juan XXIII ;(U9000);Urbano;No posee;escuela.183@hotmail.com;GOLFO SAN JORGE;4484514
14;81;184;2600131;0;Activo;6;Los Jazmínes , San Martín ;(U9000);Urbano;No posee;esc184jdp@hotmail.com;PRESIDENTE JUAN DOMINGO PERÓN;4470452
